Indirizzo;Ubicazione;Codice;Ambito;Pagamenti;Tariffa;Tipo;Latitude;Longitude
Lungotevere delle Armi; ;E39;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.915703;12.469552
Viale dell'Universita';Civico 21;D71;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.90321;12.508719
Via Lucania;Angolo Via Boncompagni;F69;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.909374;12.496869
Via Sardegna;Angolo Via Puglie;F71;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.910404;12.49515
Via Campania;Civico 43/B;F72;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.909584;12.49052
Via degli Scipioni; ;G1;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.91143;12.469872
Via Mazzini;Angolo Via Ruffini;N175;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.916475;12.465389
Largo Brancaccio;Civico 7;I23;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.895065;12.499192
Via dell'Olmata;Angolo Via dei Quattro Cantoni;I26;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.895847;12.496918
Via Borgo Angelico;Angolo Via Fosse di Castello;L10;Borgo;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.905087;12.459522
Via Luigi Masi;Civico 3;M104;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.888695;12.468326
Via Filippo Turati;Civico 47;B108;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.898693;12.502124
Via Bixio;Civico 2;B114;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.894714;12.509873
Via Circo Massimo; ;AE84;Ripa;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.886623;12.483174
Piazza Jan Palach;Civico 18;AB118;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.93436;12.474791
Via Contarini;Civico 11;R52;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.875168;12.489567
Via delle Milizie;Angolo Via Francesco De Santis;N174;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.9123;12.461844
Via Paolo Sarpi;Angolo Via Trionfale;O3;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.912342;12.452353
Via dei Prestinari;Civico 8;N177;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91932;12.467502
Viale del Vignola;Civico 109;C60;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.926056;12.463526
Viale del Vignola;Angolo Via Donatello;C62;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 07 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Venerdi';Pay&Go;41.924995;12.468226
Via Angelo Emo;Civico 13/C;O30;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.906128;12.448741
Via Marcantonio Bragadin;Civico 26;O32;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.90575;12.446994
Piazza Giuseppe Garibaldi; ;M111;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.89151;12.460312
Via Giovanni Bettolo;Angolo Via della Giuliana;N81;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.9114;12.454967
Via Buccari;Angolo via della Giuliana;N89;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91216;12.454303
Piazzale Clodio;Civico 36;N92;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91646;12.45407
Via Monte Santo;Civico 24;N117;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91726;12.46015
Via Vodice;Civico 4;N118;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91778;12.460745
Via Apuania;Civico 14;P107;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91539;12.526467
Via Procida;Civico 14;P113;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91354;12.525393
Via Matilde di Canossa;Civico 8;P177;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.909832;12.525812
Via Gian Luca Squarcialupo;Civico 62;P114;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.913948;12.526571
Viale Regina Margherita;Angolo Via Ombrone;S35;Salario;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91694;12.501893
Via Ostiense;Civico 36;Q17;Ostiense 8° Mun.  XB-XC;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.874393;12.480324
Via Ostiense;Civico 168;R68;Ostiense 8° Mun.  XB-XC;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.863773;12.478916
Via di S. Costanza;Civico 38/40;Z151;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.9223;12.514487
Viale Marco Polo;Civico 78;R48;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.873383;12.488372
Via Beltrami;Angolo Piazza N. da Recco;R51;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.874977;12.488249
Via Tagliamento;Angolo Via Brenta;Z122;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91922;12.501848
Via Ombrone;Angolo Via Arno;Z129;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.917515;12.502481
Via Casilina;Park scambio Giardinetti;1020202;Park di Scambio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;Park di Scambio - euro 1,50 12/h - euro 2,50 16/h;Pay&Go+;41.864727;12.609266
Via della Stazione di San Pietro; ;W27;Aurelio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.895332;12.456075
Via Scarpanto;Park scambio Jonio;1020205;Park di Scambio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;Park di Scambio - euro 1,50 12/h - euro 2,50 16/h;Pay&Go+;41.946716;12.527555
Via Val Santerno;Angolo Largo Val Santerno;AI21;Monte Sacro;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.940987;12.525432
Viale delle Milizie;Angolo Via Barletta;N74;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go;41.910946;12.457852
Via Ostia;Civico 20;O12;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.909332;12.454023
Via Ravenna;Angolo Via Verona;P86;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.913155;12.51702
Via Livorno;Angolo Via Boccanegra;P105;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.915936;12.5249
Via Reggio Emilia;Civico 20;S12;Salario;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.91168;12.503614
Circonvallazione Trionfale;Civico 53/B;O65;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.912178;12.449729
Via Ugo Bartolomei;Civico 36;O73;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.90997;12.445031
Via Giorgio Scalia;Angolo Via Rialto;O78;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.907806;12.446337
Via Velletri;Angolo Via Nizza;S21;Salario;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.91194;12.49869
Viale delle Provincie;Civico 11;P98;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91246;12.520905
Via Stamira;Civico 55;P122;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91178;12.521691
Largo Ettore di Ruggero;Civico 16;P189;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.920982;12.519295
Piazza Winckelmann;Civico 13;P191;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.92188;12.522345
Bartolomeo Borghesi;Civico 1;P154;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.917896;12.524008
Viale Arrigo Boito;Angolo G. Martucci;AC130;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.936256;12.517774
Via Barnaba Oriani;Civico 28;V37;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.927326;12.48514
Via Panama;Civico 98;AB3;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.9241;12.499665
Via Federico Cesi;Civico 37;G66;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.907288;12.470878
Via Pietro Cossa;Angolo Via M. Clementi;G68;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.906662;12.472089
Borgo S. Spirito;Angolo Pio X;L22;Borgo;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.90175;12.462828
Via della Conciliazione;Angolo Via dell'Ospedale;L25;Borgo;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.902153;12.462005
Via Goffredo Mameli;Civico 45;M21;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.886784;12.468223
Viale Glorioso;Civico 13;M26;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.88463;12.468808
Viale Trastevere;Civico 76;M29;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.88587;12.471239
Piazza dell'Emporio; ;H65;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.882717;12.476336
Via di Santa Maria Maggiore;Civico 149;I2;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.897514;12.496942
Piazza Capponi;Angolo Via Vitelleschi;G80;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.90493;12.461235
Via Nicola Zabaglia;Civico 47;H55;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 16 - 0.50 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.875107;12.477363
Via Barletta;Angolo Via Famagosta;G93;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.91028;12.45784
Via Orazio;Angolo Via Crescenzio;G56;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.905552;12.467139
Via Romolo Gessi;Civico 26;H13;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.88138;12.474916
Via del Viminale;Via. P.  Amedeo;A11;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.900917;12.496838
Via Crispi;Civico 115;A36;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 09 - 1.20 euro/h ZTL - 18:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.905693;12.485806
Via Giuseppe Pitrè;Angolo Via Livorno;P195;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91569;12.523343
Via Bobbio;Civico 3;AG118;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.880928;12.51651
Piazza Ponte Lungo; ;029;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.877426;12.518969
Via degli Ausoni;Civico 65;D78;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.89689;12.51844
Via Castro Pretorio;Angolo Via Vicenza;B28;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.90524;12.505881
Via Castro Pretorio;Angolo Via Marghera;B29;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.904343;12.506371
Via Sicilia;Civico 56;F14;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.908604;12.491231
Viale Regina Elena;Civico 291;D63;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.905502;12.516077
Via Luigi Galvani;Civico 37;H47;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.878048;12.477448
Via Luigi Galvani;Civico 21;H48;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.87845;12.478382
Via Nicola Zabaglia;Civico 45;H51;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 16 - 0.50 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.875538;12.477384
